# Forces      
# CofR        : (0.000000e+00 0.000000e+00 2.000000e-02)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
2540          	((8.142069e+195 5.636247e+195 -1.962276e+195) (1.400548e+95 7.952026e+94 -1.487884e+95) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.453242e+196 1.327982e+197 -2.981548e+192) (-3.136117e+96 3.876317e+96 -1.048982e+95) (0.000000e+00 0.000000e+00 0.000000e+00))
2550          	((6.481294e+196 3.166754e+196 -1.393848e+196) (4.148101e+95 1.937559e+95 -4.068355e+95) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.499150e+197 1.032036e+198 -4.342099e+196) (-7.830814e+96 1.085008e+97 -6.435909e+95) (0.000000e+00 0.000000e+00 0.000000e+00))
2560          	((3.569402e+197 2.048141e+197 -5.335677e+196) (1.039275e+96 5.018393e+95 -6.627766e+95) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.562850e+198 5.526057e+198 -4.464407e+197) (-2.047262e+97 2.503369e+97 -1.636224e+96) (0.000000e+00 0.000000e+00 0.000000e+00))
2570          	((2.792467e+198 1.869061e+198 -6.662675e+197) (2.562519e+96 1.560507e+96 -2.121579e+96) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.224012e+199 4.391718e+199 -3.432896e+198) (-6.142089e+97 6.498341e+97 -5.771586e+96) (0.000000e+00 0.000000e+00 0.000000e+00))
2580          	((2.484985e+199 1.475631e+199 -7.223547e+198) (7.998799e+96 4.584253e+96 -1.011052e+97) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.513299e+200 4.008978e+200 8.498849e+198) (-1.667118e+98 2.061815e+98 -7.662848e+96) (0.000000e+00 0.000000e+00 0.000000e+00))
2590          	((1.702159e+200 9.003618e+199 -5.009328e+199) (2.101821e+97 1.093825e+97 -2.796058e+97) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.583631e+201 2.790299e+201 -1.998914e+199) (-4.306115e+98 5.633940e+98 -2.694114e+97) (0.000000e+00 0.000000e+00 0.000000e+00))
2600          	((1.180270e+201 5.090231e+200 -3.155028e+200) (5.460179e+97 2.234614e+97 -7.269993e+97) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.080614e+201 1.888930e+202 -8.063859e+200) (-1.042239e+99 1.518204e+99 -8.769334e+97) (0.000000e+00 0.000000e+00 0.000000e+00))
2610          	((9.692900e+201 5.156183e+201 -2.333419e+201) (1.595239e+98 7.665840e+97 -1.774583e+98) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.871348e+202 1.531604e+203 -1.065840e+202) (-3.120569e+99 4.244912e+99 -3.354779e+98) (0.000000e+00 0.000000e+00 0.000000e+00))
2620          	((8.307679e+202 4.113329e+202 -1.909165e+202) (4.740382e+98 2.249958e+98 -4.488140e+98) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.089268e+203 1.320172e+204 -2.558766e+202) (-8.790174e+99 1.252562e+100 -8.077944e+98) (0.000000e+00 0.000000e+00 0.000000e+00))
2630          	((6.158087e+203 3.277271e+203 -1.410081e+203) (1.288235e+99 6.015022e+98 -1.224341e+99) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.577506e+204 9.851977e+204 5.429645e+202) (-2.380859e+100 3.476920e+100 -1.443135e+99) (0.000000e+00 0.000000e+00 0.000000e+00))
2640          	((4.046442e+204 1.864751e+204 -8.334735e+203) (3.322867e+99 1.481332e+99 -2.970756e+99) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.280225e+205 6.468895e+205 -2.658244e+204) (-6.290934e+100 9.318364e+100 -5.247233e+99) (0.000000e+00 0.000000e+00 0.000000e+00))
2650          	((2.718739e+205 1.240623e+205 -6.141556e+204) (8.775147e+99 3.426684e+99 -8.277813e+99) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.180197e+206 4.414785e+206 -1.333125e+205) (-1.558652e+101 2.476580e+101 -1.229094e+100) (0.000000e+00 0.000000e+00 0.000000e+00))
2660          	((2.111664e+206 1.082556e+206 -4.597079e+205) (2.396037e+100 1.037649e+100 -2.258864e+100) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.834313e+207 3.377448e+207 1.279764e+205) (-4.249809e+101 6.625081e+101 -2.688508e+100) (0.000000e+00 0.000000e+00 0.000000e+00))
